layer_id,profile_id,texture_class,alpha_kpa,n,thetar,thetas,sand,silt,clay,ksat_cmh,depth_cm,lat,lon,source_db,oc,om,porosity,bd,rmse,n_points,thetar_m,thetas_m,alpha_kpa_m,n_m,m,rmse_m,sample_type,sample_type_source
TG_47_15,TG_47,silt loam,0.10498126781216612,1.572443899121903,0.09243750022710036,0.48451014323398534,23.35532893421316,68.05638872225555,8.588282343531294,1.8488864999999999,300.0,39.241944,111.620556,Tong_YellowRiver,,,,1.484826102,0.0011857284047494068,11,0.08750665025572911,0.4835694631609515,0.11589826310978876,1.6858489787536626,0.3161286055113254,0.0009704317833086515,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_20,TG_47,silt loam,0.11006978950428863,1.6906471986086442,0.09377318627322583,0.4665622295030236,25.259999999999998,67.04,7.699999999999999,3.00511494,400.0,39.241944,111.620556,Tong_YellowRiver,,,,1.492266508,0.0008850575729754514,11,0.09156791997271427,0.46590595329783485,0.1174214748286445,1.7736781512700661,0.3718720501945492,0.0007387790294605321,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_47_25,TG_47,silt loam,0.05500970092419827,1.9875642030985796,0.14178626005416622,0.4492648029548539,24.09,68.97,6.94,1.9387861200000003,500.0,39.241944,111.620556,Tong_YellowRiver,,,,1.50877491,0.004742844322821901,11,0.14701971915399534,0.45145556935175574,0.039538108323364705,1.6350153862086927,0.7786750721984245,0.004395547140853585,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_0,TG_48,silt loam,0.18619038685659034,1.7090877379451697,0.06313624380142803,0.4371987288065885,36.12638736126388,58.52414758524148,5.349465053494651,5.7216384,5.0,38.503056,110.908611,Tong_YellowRiver,,,,1.411584601,0.0019894833617882866,11,0.05880028855793325,0.43528057488118865,0.21635943046497183,1.9474933286863403,0.32844314401120567,0.0014662099064039083,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_1,TG_48,silt loam,0.16324601204762149,1.7888898332213348,0.0698177944666676,0.44219392964084464,24.67,66.82,8.51,75.90710328,20.0,38.503056,110.908611,Tong_YellowRiver,,,,1.386240717,0.0014582089530969726,11,0.06735982904561291,0.44094257763061107,0.18034643726402194,1.9457977593851754,0.37810047562990845,0.0011456167618014732,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_2,TG_48,silt loam,0.16988343683576476,1.7382872802119644,0.06588482883789434,0.4290142969702332,27.477252274772525,65.34346565343465,7.179282071792821,15.38211678,40.0,38.503056,110.908611,Tong_YellowRiver,,,,1.405539271,0.0016132901367467384,11,0.06268680611631548,0.4275509260545758,0.19156990129240095,1.9243313099596517,0.3530348646896883,0.001235184240493006,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_5,TG_48,silt loam,0.15122482109614038,1.7954991033831824,0.08239251603814578,0.4772074623258026,20.327967203279673,72.04279572042796,7.629237076292371,9.98042442,100.0,38.503056,110.908611,Tong_YellowRiver,,,,1.402981631,0.001391787254187342,11,0.08008808612544516,0.4760716754358173,0.16505829291856985,1.9307153805200148,0.38736398299466884,0.0011171758285070867,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_10,TG_48,silt loam,0.11325228349632246,1.9076427645061267,0.08129734974895417,0.4687941136418227,17.271727172717274,71.92719271927193,10.801080108010801,135.59089494,200.0,38.503056,110.908611,Tong_YellowRiver,,,,1.350666274,0.0008340950025921728,11,0.08027784511967433,0.4682797927036878,0.11840236919708445,1.9771590179728409,0.44419979203887305,0.000723823922908532,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_15,TG_48,silt loam,0.15815818299965134,1.693570350490596,0.08252416129187023,0.4871385997652187,19.929999999999996,70.15,9.919999999999998,3.7851165,300.0,38.503056,110.908611,Tong_YellowRiver,,,,1.384148103,0.00315331973026751,11,0.08955252821512426,0.4908890847698224,0.11792504182708295,1.4111885846743009,0.5931314922588322,0.0023108662887218797,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
TG_48_20,TG_48,silt loam,0.13453028197642894,1.717552331105423,0.07482802278995539,0.43626299840098137,32.15321532153215,60.396039603960396,7.450745074507451,6.8327457,400.0,38.503056,110.908611,Tong_YellowRiver,,,,1.548534581,0.0011704213712684923,11,0.0722787033283709,0.43531097781285283,0.14672853934028748,1.8393846935425584,0.36706449495723226,0.0009452350344618321,undisturbed,Tong et al. (2024): undisturbed cores for Ks and bulk density; retention taken to be on the same cores
